win,lose,probability
San Antonio Spurs,New Orleans Pelicans,0.9398843541628311
Los Angeles Clippers,Washington Wizards,0.6176825218836837
Chicago Bulls,Detroit Pistons,0.5187954602375945
Dallas Mavericks,Denver Nuggets,0.5633069179634549
Indiana Pacers,Washington Wizards,0.6514314721129257
Minnesota Timberwolves,Phoenix Suns,0.7269328377547978
Oklahoma City Thunder,Atlanta Hawks,0.741761471785121
Charlotte Hornets,Los Angeles Lakers,0.9123183687415893
Golden State Warriors,Utah Jazz,0.8852316161968001
San Antonio Spurs,Houston Rockets,0.7847338986094223
Los Angeles Clippers,Denver Nuggets,0.8383227990838698
Boston Celtics,Memphis Grizzlies,0.6376796291166238
Miami Heat,Orlando Magic,0.7624289202704226
Cleveland Cavaliers,Milwaukee Bucks,0.8502277357457729
Indiana Pacers,New York Knicks,0.6697496698462011
New Orleans Pelicans,Philadelphia 76ers,0.7094541440099816
Portland Trail Blazers,Sacramento Kings,0.6401014502375547
Toronto Raptors,Brooklyn Nets,0.9356001314625111
Atlanta Hawks,Minnesota Timberwolves,0.8274509558228069
Chicago Bulls,Washington Wizards,0.5301436202194565
Cleveland Cavaliers,Milwaukee Bucks,0.9142891357283335
Detroit Pistons,Memphis Grizzlies,0.6973042785746021
Oklahoma City Thunder,New Orleans Pelicans,0.8385306555467844
Houston Rockets,Phoenix Suns,0.7285680970405782
Portland Trail Blazers,Dallas Mavericks,0.7217798334480323
Utah Jazz,Sacramento Kings,0.7040733277426814
Golden State Warriors,Brooklyn Nets,0.9525456815712896
Indiana Pacers,Boston Celtics,0.5290499292308217
San Antonio Spurs,Los Angeles Clippers,0.6646993348679174
Miami Heat,Los Angeles Lakers,0.9088448359867263
Orlando Magic,New York Knicks,0.5040706502355465
Oklahoma City Thunder,Boston Celtics,0.6049860674721885
Charlotte Hornets,Chicago Bulls,0.6906481224646899
Cleveland Cavaliers,Brooklyn Nets,0.9569573271826262
Atlanta Hawks,Denver Nuggets,0.6624918839537088
Golden State Warriors,Detroit Pistons,0.8162153840369419
Los Angeles Clippers,Dallas Mavericks,0.704817145151155
Houston Rockets,Memphis Grizzlies,0.5394567144020275
Washington Wizards,Milwaukee Bucks,0.5832269765945686
Minnesota Timberwolves,Sacramento Kings,0.5788475444081992
Miami Heat,New Orleans Pelicans,0.717929327897729
Orlando Magic,Los Angeles Lakers,0.8103931305860842
Phoenix Suns,Philadelphia 76ers,0.7697594767091476
San Antonio Spurs,Portland Trail Blazers,0.6459635436324571
Toronto Raptors,Utah Jazz,0.6496589777403584
Golden State Warriors,Cleveland Cavaliers,0.5949363369059072
Los Angeles Clippers,Los Angeles Lakers,0.889307516664271
Boston Celtics,New York Knicks,0.7208858315014607
Oklahoma City Thunder,Minnesota Timberwolves,0.9097926500141971
San Antonio Spurs,Chicago Bulls,0.877082819932293
Charlotte Hornets,Brooklyn Nets,0.8206426900838962
Indiana Pacers,Chicago Bulls,0.5365544012355947
Cleveland Cavaliers,Detroit Pistons,0.7178217676772989
Houston Rockets,Phoenix Suns,0.8233689504281713
Los Angeles Clippers,Denver Nuggets,0.8383227990838698
Atlanta Hawks,Minnesota Timberwolves,0.6723578949776876
Dallas Mavericks,New Orleans Pelicans,0.6286473655145481
Orlando Magic,Memphis Grizzlies,0.5654350682231302
Portland Trail Blazers,Toronto Raptors,0.5215078281287806
Sacramento Kings,Philadelphia 76ers,0.8672306238088525
Washington Wizards,Milwaukee Bucks,0.7472693368726189
Boston Celtics,Memphis Grizzlies,0.7571713176549734
Dallas Mavericks,Houston Rockets,0.5296491205916788
Utah Jazz,Los Angeles Lakers,0.8051537070747626
Oklahoma City Thunder,Miami Heat,0.6114052766973306
Atlanta Hawks,New York Knicks,0.8130717206401102
Chicago Bulls,Brooklyn Nets,0.8387711057204579
Denver Nuggets,Minnesota Timberwolves,0.641422377544724
Detroit Pistons,Milwaukee Bucks,0.7791403328202214
Golden State Warriors,Toronto Raptors,0.7695726607776088
Los Angeles Clippers,New Orleans Pelicans,0.7723226289051196
Charlotte Hornets,Orlando Magic,0.6418711549720327
Portland Trail Blazers,Sacramento Kings,0.8278400246426676
San Antonio Spurs,Phoenix Suns,0.958926834713105
Washington Wizards,Indiana Pacers,0.5057270242356011
Charlotte Hornets,Miami Heat,0.5750693413962206
Cleveland Cavaliers,Boston Celtics,0.7434862958049656
Dallas Mavericks,Los Angeles Lakers,0.8003738763121759
Oklahoma City Thunder,Memphis Grizzlies,0.7776451487080593
Toronto Raptors,Phoenix Suns,0.8614654702123894
Utah Jazz,Philadelphia 76ers,0.9181091035937704
Atlanta Hawks,Detroit Pistons,0.6815285817992268
Boston Celtics,Miami Heat,0.5712218365818099
Denver Nuggets,Philadelphia 76ers,0.8713167919673614
Golden State Warriors,Dallas Mavericks,0.8882632749979267
Los Angeles Clippers,Houston Rockets,0.6067982669262304
Indiana Pacers,Chicago Bulls,0.6555105499176954
Minnesota Timberwolves,Milwaukee Bucks,0.6386999450431755
New Orleans Pelicans,New York Knicks,0.5528381438060512
San Antonio Spurs,Portland Trail Blazers,0.8302005794458256
Washington Wizards,Brooklyn Nets,0.8603861425656936
Chicago Bulls,Milwaukee Bucks,0.713963676693689
Cleveland Cavaliers,Charlotte Hornets,0.6491297595661086
Houston Rockets,New York Knicks,0.7310082115807612
Oklahoma City Thunder,Los Angeles Clippers,0.6856616555116316
Sacramento Kings,Memphis Grizzlies,0.5379383440771498
Utah Jazz,Phoenix Suns,0.8216904833969165
San Antonio Spurs,Atlanta Hawks,0.6948980713238171
Indiana Pacers,Orlando Magic,0.7405650813868621
Toronto Raptors,Los Angeles Lakers,0.9051544386301662
Miami Heat,Detroit Pistons,0.667515317132886
Portland Trail Blazers,Minnesota Timberwolves,0.6420548562137112
Utah Jazz,Brooklyn Nets,0.7589172889803268
Charlotte Hornets,Chicago Bulls,0.5886049873778405
Cleveland Cavaliers,New Orleans Pelicans,0.9149464529769615
Golden State Warriors,Denver Nuggets,0.9452452773784272
Houston Rockets,Washington Wizards,0.5832084809116723
Los Angeles Clippers,Phoenix Suns,0.8955288863098099
Oklahoma City Thunder,Milwaukee Bucks,0.8222592770349706
Orlando Magic,New York Knicks,0.5040706502355465
Boston Celtics,Utah Jazz,0.6602578767880553
Dallas Mavericks,Washington Wizards,0.5549251886576267
Denver Nuggets,Sacramento Kings,0.5896441237055094
Detroit Pistons,Indiana Pacers,0.5497031651372442
Memphis Grizzlies,Los Angeles Lakers,0.7203165721894929
Minnesota Timberwolves,Philadelphia 76ers,0.7178425121014549
Miami Heat,Phoenix Suns,0.7970709905367894
San Antonio Spurs,Toronto Raptors,0.7320554784247769
Oklahoma City Thunder,Charlotte Hornets,0.601221602202247
Cleveland Cavaliers,Chicago Bulls,0.830783243149964
Golden State Warriors,Portland Trail Blazers,0.8566662915403662
Los Angeles Clippers,Memphis Grizzlies,0.7880053210396546
New York Knicks,Milwaukee Bucks,0.5876209527756403
Atlanta Hawks,Orlando Magic,0.6454675196653334
Miami Heat,Sacramento Kings,0.6678217966330291
Dallas Mavericks,Phoenix Suns,0.8059606043092647
San Antonio Spurs,Denver Nuggets,0.8592705490051489
Charlotte Hornets,Detroit Pistons,0.5030627293953469
Oklahoma City Thunder,Houston Rockets,0.7026056281733186
Indiana Pacers,Brooklyn Nets,0.8960167494603205
Atlanta Hawks,New Orleans Pelicans,0.720359008909909
Portland Trail Blazers,Los Angeles Lakers,0.929904560770007
Toronto Raptors,Utah Jazz,0.7393740000518879
Boston Celtics,Philadelphia 76ers,0.9459294889052846
Cleveland Cavaliers,Brooklyn Nets,0.9199846999851922
Golden State Warriors,Memphis Grizzlies,0.9252367380157267
Miami Heat,Los Angeles Lakers,0.8577135430442111
Milwaukee Bucks,New York Knicks,0.5812119601970501
Houston Rockets,Orlando Magic,0.5514244141615323
Los Angeles Clippers,Sacramento Kings,0.7282197629587012
Washington Wizards,Minnesota Timberwolves,0.7410567345633176
Boston Celtics,New Orleans Pelicans,0.8280429767258705
Toronto Raptors,Chicago Bulls,0.694507943948674
Atlanta Hawks,Dallas Mavericks,0.5680774724828539
Indiana Pacers,New York Knicks,0.7839986462919822
Utah Jazz,Minnesota Timberwolves,0.5815728966490468
Oklahoma City Thunder,Denver Nuggets,0.9046873487167563
San Antonio Spurs,Charlotte Hornets,0.8127767507904428
Brooklyn Nets,Philadelphia 76ers,0.7409059820795854
Los Angeles Clippers,Miami Heat,0.6136185217589408
Orlando Magic,Los Angeles Lakers,0.7089489197491823
Utah Jazz,Memphis Grizzlies,0.5402297921062205
Washington Wizards,Milwaukee Bucks,0.5832269765945686
Cleveland Cavaliers,Phoenix Suns,0.9076998779094174
Portland Trail Blazers,Detroit Pistons,0.7276201504757642
Golden State Warriors,Sacramento Kings,0.8978317695164709
Toronto Raptors,Houston Rockets,0.739973249884646
Oklahoma City Thunder,Chicago Bulls,0.7455417467467774
Dallas Mavericks,Minnesota Timberwolves,0.5742088395170727
New York Knicks,New Orleans Pelicans,0.5896591259994288
Atlanta Hawks,Brooklyn Nets,0.8229390331655279
Golden State Warriors,Miami Heat,0.8409518774895962
Charlotte Hornets,Houston Rockets,0.5356801877717918
Portland Trail Blazers,Los Angeles Lakers,0.8420927809011294
Detroit Pistons,Sacramento Kings,0.564951042525212
San Antonio Spurs,Milwaukee Bucks,0.9394070004013961
Toronto Raptors,Boston Celtics,0.6544545688142925
Cleveland Cavaliers,Utah Jazz,0.7457160815050503
Washington Wizards,Chicago Bulls,0.5764269185155583
Boston Celtics,Washington Wizards,0.6833934303977123
Los Angeles Clippers,Orlando Magic,0.7971686512405353
Houston Rockets,Minnesota Timberwolves,0.5808153948897635
Oklahoma City Thunder,Memphis Grizzlies,0.8718671068277846
New York Knicks,Philadelphia 76ers,0.7371792494677449
Cleveland Cavaliers,Portland Trail Blazers,0.5920070207408528
New Orleans Pelicans,Brooklyn Nets,0.5595598340361587
Indiana Pacers,Denver Nuggets,0.6099295475391526
Golden State Warriors,Detroit Pistons,0.891135926810452
Chicago Bulls,New York Knicks,0.6039233832422639
Dallas Mavericks,Phoenix Suns,0.7231803476279323
San Antonio Spurs,Los Angeles Lakers,0.9708074935317647
Atlanta Hawks,Boston Celtics,0.5737829398039852
Houston Rockets,Memphis Grizzlies,0.6690255584026995
Miami Heat,Milwaukee Bucks,0.6939406802937229
Oklahoma City Thunder,Minnesota Timberwolves,0.8053324025861881
Charlotte Hornets,Philadelphia 76ers,0.8978963741458961
Portland Trail Blazers,Orlando Magic,0.8102530742270466
Cleveland Cavaliers,Sacramento Kings,0.8342607975400015
Toronto Raptors,Brooklyn Nets,0.9356001314625111
Utah Jazz,Detroit Pistons,0.569290392857936
Chicago Bulls,New Orleans Pelicans,0.7156795422901917
Los Angeles Clippers,Los Angeles Lakers,0.9243001186853455
San Antonio Spurs,Phoenix Suns,0.9251827614357768
Utah Jazz,Orlando Magic,0.6787493908198874
Washington Wizards,Philadelphia 76ers,0.9154890407730796
Atlanta Hawks,Milwaukee Bucks,0.8320605133751415
Houston Rockets,Brooklyn Nets,0.7583474396920489
Dallas Mavericks,Minnesota Timberwolves,0.7274950074518699
Detroit Pistons,Los Angeles Lakers,0.7956554290282285
Chicago Bulls,Memphis Grizzlies,0.5095705769751033
Oklahoma City Thunder,Sacramento Kings,0.803998033777457
Toronto Raptors,New York Knicks,0.859539434722681
Boston Celtics,Charlotte Hornets,0.5721157205459478
Denver Nuggets,Orlando Magic,0.5606385618246317
Golden State Warriors,Cleveland Cavaliers,0.6786439312435257
Indiana Pacers,New Orleans Pelicans,0.8065500305018454
Oklahoma City Thunder,Los Angeles Clippers,0.5623177965761225
Milwaukee Bucks,Philadelphia 76ers,0.8527624277646476
Atlanta Hawks,New York Knicks,0.7179783830212949
Utah Jazz,Phoenix Suns,0.7291830921243754
Portland Trail Blazers,Washington Wizards,0.5174725465143286
Toronto Raptors,Brooklyn Nets,0.8790841960679792
Chicago Bulls,Dallas Mavericks,0.51148376182552
Denver Nuggets,Los Angeles Lakers,0.6486646421143867
Miami Heat,Houston Rockets,0.654892920034394
San Antonio Spurs,Minnesota Timberwolves,0.9375226209219681
Boston Celtics,New York Knicks,0.807398815034273
Charlotte Hornets,Portland Trail Blazers,0.6047053594622067
Atlanta Hawks,Detroit Pistons,0.5069823537162246
Golden State Warriors,Oklahoma City Thunder,0.7215584604523079
Houston Rockets,Milwaukee Bucks,0.7558298529745463
Orlando Magic,New Orleans Pelicans,0.5070171214210297
Toronto Raptors,Philadelphia 76ers,0.933214232729873
Indiana Pacers,Sacramento Kings,0.6184505416463232
Washington Wizards,Memphis Grizzlies,0.658795565159035
Cleveland Cavaliers,Phoenix Suns,0.9413958164739086
Los Angeles Clippers,Minnesota Timberwolves,0.8463792205439612
Miami Heat,Dallas Mavericks,0.6609867019892918
Washington Wizards,New York Knicks,0.6082240612851498
San Antonio Spurs,Denver Nuggets,0.9338726333366264
Atlanta Hawks,Chicago Bulls,0.695153142238706
Toronto Raptors,Charlotte Hornets,0.5391355859043441
Dallas Mavericks,Utah Jazz,0.5288737671747518
Golden State Warriors,Houston Rockets,0.8350193145905738
Indiana Pacers,Los Angeles Lakers,0.8293538521950092
Memphis Grizzlies,Sacramento Kings,0.6191660645273249
New Orleans Pelicans,Brooklyn Nets,0.745878705157779
Orlando Magic,Milwaukee Bucks,0.6658378835929775
Portland Trail Blazers,Philadelphia 76ers,0.886469145832395
Atlanta Hawks,Philadelphia 76ers,0.9477859612862931
Boston Celtics,Portland Trail Blazers,0.6009399836258987
Chicago Bulls,Sacramento Kings,0.6599410517043551
Charlotte Hornets,Brooklyn Nets,0.9099913579911418
San Antonio Spurs,Cleveland Cavaliers,0.5140596532251342
Los Angeles Clippers,Denver Nuggets,0.7210444693998922
Detroit Pistons,Washington Wizards,0.6145955868381392
Houston Rockets,Memphis Grizzlies,0.5394567144020275
Miami Heat,Milwaukee Bucks,0.8229501857395456
New York Knicks,Phoenix Suns,0.6821195319433268
Utah Jazz,Indiana Pacers,0.514311172387291
Dallas Mavericks,Los Angeles Lakers,0.8554163424140764
Minnesota Timberwolves,Denver Nuggets,0.6169007147189797
Golden State Warriors,Orlando Magic,0.8871703103213522
Toronto Raptors,Phoenix Suns,0.9130190326199542
Atlanta Hawks,Los Angeles Clippers,0.509118208179165
San Antonio Spurs,Brooklyn Nets,0.9353065164130581
Charlotte Hornets,Washington Wizards,0.6867863052934713
Detroit Pistons,Sacramento Kings,0.7328208619952109
Indiana Pacers,New York Knicks,0.7839986462919822
Golden State Warriors,Miami Heat,0.7712023651167766
Houston Rockets,Milwaukee Bucks,0.607756100962059
Cleveland Cavaliers,New Orleans Pelicans,0.8643610840579998
Oklahoma City Thunder,Utah Jazz,0.7050026240430819
Utah Jazz,Denver Nuggets,0.5707185638345237
Chicago Bulls,Orlando Magic,0.5216262140628487
Los Angeles Clippers,Philadelphia 76ers,0.9216497615093295
Minnesota Timberwolves,Phoenix Suns,0.5309990375774487
San Antonio Spurs,Toronto Raptors,0.6181595264250763
Boston Celtics,Washington Wizards,0.5545069519085305
Boston Celtics,Houston Rockets,0.6609556203841143
Miami Heat,Brooklyn Nets,0.8211793778816265
Atlanta Hawks,Chicago Bulls,0.5923965793461723
Golden State Warriors,Charlotte Hornets,0.763587132642063
Cleveland Cavaliers,Sacramento Kings,0.8923992043465165
Dallas Mavericks,New York Knicks,0.7077282529034659
Toronto Raptors,Memphis Grizzlies,0.7307244551318695
Milwaukee Bucks,Philadelphia 76ers,0.8527624277646476
Oklahoma City Thunder,New Orleans Pelicans,0.8385306555467844
Portland Trail Blazers,Los Angeles Lakers,0.929904560770007
Denver Nuggets,Phoenix Suns,0.73566672247474
Indiana Pacers,Minnesota Timberwolves,0.6204517815669555
Oklahoma City Thunder,Dallas Mavericks,0.8138114417142572
Utah Jazz,Los Angeles Lakers,0.8677947112703229
Atlanta Hawks,Washington Wizards,0.6913224285272671
Boston Celtics,Orlando Magic,0.7672738098160539
Miami Heat,Chicago Bulls,0.5894886756555933
Cleveland Cavaliers,Brooklyn Nets,0.9569573271826262
Indiana Pacers,Sacramento Kings,0.7627196204554547
San Antonio Spurs,New Orleans Pelicans,0.8890495165573763
Charlotte Hornets,New York Knicks,0.714792555526741
Houston Rockets,Philadelphia 76ers,0.8577832616421232
Portland Trail Blazers,Memphis Grizzlies,0.8015336935359506
Toronto Raptors,Milwaukee Bucks,0.8745362717489711
Charlotte Hornets,Sacramento Kings,0.7904182168972027
Golden State Warriors,Los Angeles Clippers,0.7986805849938075
Miami Heat,Detroit Pistons,0.667515317132886
Boston Celtics,Milwaukee Bucks,0.6995259083884456
Minnesota Timberwolves,Brooklyn Nets,0.786528478480457
Denver Nuggets,Phoenix Suns,0.5460774772216503
Utah Jazz,Memphis Grizzlies,0.6664745286561609
Atlanta Hawks,New York Knicks,0.8130717206401102
Chicago Bulls,Philadelphia 76ers,0.901427662079931
Cleveland Cavaliers,Oklahoma City Thunder,0.5932650817301135
Indiana Pacers,Houston Rockets,0.6279616635177532
Washington Wizards,New Orleans Pelicans,0.6110292333827909
Golden State Warriors,Portland Trail Blazers,0.7169738128473371
San Antonio Spurs,Dallas Mavericks,0.866724101932573
Toronto Raptors,Orlando Magic,0.8279624381788827
Boston Celtics,Detroit Pistons,0.6734668356823009
Cleveland Cavaliers,Dallas Mavericks,0.7649051409787054
Miami Heat,Brooklyn Nets,0.906435094307859
Minnesota Timberwolves,Orlando Magic,0.5496616865402335
Sacramento Kings,Philadelphia 76ers,0.7600280752998594
Memphis Grizzlies,Phoenix Suns,0.6266079525615211
Houston Rockets,Sacramento Kings,0.7064634361900188
Denver Nuggets,Los Angeles Lakers,0.6486646421143867
Portland Trail Blazers,Charlotte Hornets,0.6339413334693415
San Antonio Spurs,Oklahoma City Thunder,0.6794797192627653
Toronto Raptors,New Orleans Pelicans,0.8754569257568362
Washington Wizards,New York Knicks,0.721897655712121
Toronto Raptors,Boston Celtics,0.5430406830262862
New York Knicks,Brooklyn Nets,0.5933906965178749
Cleveland Cavaliers,Minnesota Timberwolves,0.91169704273024
Dallas Mavericks,Philadelphia 76ers,0.9099528343254748
Denver Nuggets,Memphis Grizzlies,0.5468636105718533
Detroit Pistons,New Orleans Pelicans,0.780585374253259
Golden State Warriors,Charlotte Hornets,0.8414395362901093
Miami Heat,Atlanta Hawks,0.5616520789705933
Oklahoma City Thunder,Chicago Bulls,0.8274640590157797
Indiana Pacers,Orlando Magic,0.591887149689545
Los Angeles Clippers,Phoenix Suns,0.8396123822134649
Utah Jazz,Milwaukee Bucks,0.7537015694026019
Atlanta Hawks,Houston Rockets,0.5395780051127066
Golden State Warriors,Los Angeles Clippers,0.7335020588114599
San Antonio Spurs,Philadelphia 76ers,0.9826991145237114
Washington Wizards,Los Angeles Lakers,0.8638036646514344
Boston Celtics,Los Angeles Lakers,0.911052151673261
Indiana Pacers,Brooklyn Nets,0.7873433162464432
Denver Nuggets,Milwaukee Bucks,0.6488928478195931
Detroit Pistons,Minnesota Timberwolves,0.7734736863939379
Houston Rockets,Chicago Bulls,0.5875804830576496
Oklahoma City Thunder,Memphis Grizzlies,0.8718671068277846
Toronto Raptors,Orlando Magic,0.7401163046389219
Portland Trail Blazers,Dallas Mavericks,0.7217798334480323
Sacramento Kings,Phoenix Suns,0.728614767016358
Atlanta Hawks,Orlando Magic,0.7737974545636132
Indiana Pacers,Detroit Pistons,0.6410291545281478
Miami Heat,Philadelphia 76ers,0.9445349912606944
Minnesota Timberwolves,Memphis Grizzlies,0.5358275193602956
Cleveland Cavaliers,New York Knicks,0.8629731764455464
Milwaukee Bucks,Phoenix Suns,0.5228646073592204
Golden State Warriors,Sacramento Kings,0.8978317695164709
San Antonio Spurs,Denver Nuggets,0.9338726333366264
Charlotte Hornets,Utah Jazz,0.5385389507020264
Washington Wizards,New Orleans Pelicans,0.7488556888225592
Los Angeles Clippers,Boston Celtics,0.5001053366886181
Toronto Raptors,Brooklyn Nets,0.8790841960679792
Oklahoma City Thunder,Portland Trail Blazers,0.7666907947852981
Atlanta Hawks,Utah Jazz,0.6684852072968768
Dallas Mavericks,Denver Nuggets,0.5633069179634549
Detroit Pistons,Philadelphia 76ers,0.9281851206155836
Oklahoma City Thunder,Indiana Pacers,0.6388457459321972
San Antonio Spurs,Memphis Grizzlies,0.8436616386835016
Miami Heat,Minnesota Timberwolves,0.6697023828825819
New Orleans Pelicans,Phoenix Suns,0.6795581789293201
New York Knicks,Los Angeles Lakers,0.7534849215474391
Chicago Bulls,Sacramento Kings,0.5492803251355285
Toronto Raptors,Los Angeles Clippers,0.5933550463251832
Cleveland Cavaliers,Washington Wizards,0.7521747354677252
Charlotte Hornets,Brooklyn Nets,0.9099913579911418
Portland Trail Blazers,Dallas Mavericks,0.5348027944091434
Houston Rockets,Orlando Magic,0.6812514362891198
Atlanta Hawks,Denver Nuggets,0.818614604347165
Washington Wizards,Brooklyn Nets,0.73919437401383
Detroit Pistons,Los Angeles Lakers,0.8832744331662207
Golden State Warriors,Chicago Bulls,0.8971465502244839
Cleveland Cavaliers,Indiana Pacers,0.6846050212843224
Memphis Grizzlies,Phoenix Suns,0.7589775601269353
Miami Heat,Milwaukee Bucks,0.6939406802937229
Toronto Raptors,Minnesota Timberwolves,0.7624696177967012
Utah Jazz,New Orleans Pelicans,0.6356672946169868
Los Angeles Clippers,New York Knicks,0.7702432830135875
San Antonio Spurs,Philadelphia 76ers,0.9652622357390006
Boston Celtics,Sacramento Kings,0.6736595142155373
Charlotte Hornets,Houston Rockets,0.664470891351527
Dallas Mavericks,Utah Jazz,0.5288737671747518
Oklahoma City Thunder,Cleveland Cavaliers,0.5372789091907465
Orlando Magic,Philadelphia 76ers,0.8795203467491858
Portland Trail Blazers,Boston Celtics,0.6269322656850299
Miami Heat,Brooklyn Nets,0.8211793778816265
San Antonio Spurs,Detroit Pistons,0.7618333244866351
Golden State Warriors,Memphis Grizzlies,0.8822472838276894
Milwaukee Bucks,Los Angeles Lakers,0.7722578482114038
Minnesota Timberwolves,New Orleans Pelicans,0.6406400516322028
New York Knicks,Denver Nuggets,0.5648395960966386
Chicago Bulls,Phoenix Suns,0.7042254610479812
Atlanta Hawks,Sacramento Kings,0.67048498892661
Washington Wizards,Indiana Pacers,0.5057270242356011
Charlotte Hornets,Los Angeles Clippers,0.5038262565833279
Cleveland Cavaliers,Denver Nuggets,0.9066884666437788
Dallas Mavericks,Orlando Magic,0.6556935010625202
Houston Rockets,Phoenix Suns,0.8233689504281713
Indiana Pacers,Milwaukee Bucks,0.8052333225934372
Golden State Warriors,Oklahoma City Thunder,0.6005694774014114
Miami Heat,Philadelphia 76ers,0.8982305642601162
Boston Celtics,Utah Jazz,0.5460061211040533
Chicago Bulls,Minnesota Timberwolves,0.5513811930356409
San Antonio Spurs,New York Knicks,0.887881461973226
Sacramento Kings,New Orleans Pelicans,0.6425921665464144
Toronto Raptors,Detroit Pistons,0.7506685501921527
